"TIPO_VIA","NOMBRE_VIA","NUMERO_VIA","DIRECCION","PROVINCIA","MUNICIPIO","FRECUENCIA","id"
"CL","PRIMAVERA",41,"PRIMAVERA 41",41,41091,1,21499
"PZ","VISTA FLORIDA (DE)",16,"VISTA FLORIDA (DE) 16",41,41091,1,21500
"CL","CONSTANTINO PONCE DE LA FUENTE",2,"CONSTANTINO PONCE DE LA FUENTE 2",41,41091,1,21501
"CL","NUESTRA SEÑORA DE LA OLIVA",3,"NUESTRA SEÑORA DE LA OLIVA 3",41,41091,1,21502
"CL","PAZ (DE LA)",77,"PAZ (DE LA) 77",41,41091,1,21503
"CL","SAN JORGE  (CASA 2)",7,"SAN JORGE  (CASA 2) 7",41,41091,1,21504
"CL","ALHAMBRA Nº 2_DUPLE 16_ DERECHA",,"ALHAMBRA Nº 2_DUPLE 16_ DERECHA ",41,41091,1,21505
"BD","JUAN XXIII - LETRA C",90,"JUAN XXIII - LETRA C 90",41,41091,1,21506
"CL","BOLIVIA-HELIOPOLIS",4,"BOLIVIA-HELIOPOLIS 4",41,41091,1,21507
"CL","MANUEL FAL CONDE-ZONA 7",7,"MANUEL FAL CONDE-ZONA 7 7",41,41091,1,21508
"CL","TORRES ALBAS",66,"TORRES ALBAS 66",41,41091,1,21509
"AV","LA AERONAUTICA",18,"LA AERONAUTICA 18",41,41091,2,21510
"RD","PIUO XII",10,"PIUO XII 10",41,41091,1,21511
"BD","NTRA. SRA. DE LA OLIVA",64,"NTRA. SRA. DE LA OLIVA 64",41,41091,2,21512
"CL","LUIS ORTIZ MUÑOZ  CONJUNTO 18",,"LUIS ORTIZ MUÑOZ  CONJUNTO 18 ",41,41091,2,21513
"UR","PARQUEFLORES-6ª FASE",7,"PARQUEFLORES-6ª FASE 7",41,41091,1,21514
"AV","DE LA PAZ-NUCLEO SAN CRISTOBAL",4,"DE LA PAZ-NUCLEO SAN CRISTOBAL 4",41,41091,1,21515
"AV","DE LAS CIENCIAS-ED BECQUER",28,"DE LAS CIENCIAS-ED BECQUER 28",41,41091,1,21516
"AV","LOS  AZAHARES",7,"LOS  AZAHARES 7",41,41091,1,21517
"AV"," REINA MERCEDES",27," REINA MERCEDES 27",41,41091,1,21518
"PZ","DE MARIA PITA",6,"DE MARIA PITA 6",41,41091,1,21519
"CL","IG GMEZ MILLAN",1,"IG GMEZ MILLAN 1",41,41091,1,21520
"CL","DOCTOR ESCOBAR DEELMAS",1,"DOCTOR ESCOBAR DEELMAS 1",41,41091,1,21521
"AV","AVENIDA 28 FEBRERO",9,"AVENIDA 28 FEBRERO 9",41,41091,1,21522
"AV","DE BELLAVISTA",10,"DE BELLAVISTA 10",41,41091,1,21523
"CL","CASTILLO BANOS DE LA ENCINA",8,"CASTILLO BANOS DE LA ENCINA 8",41,41091,1,21524
"CL","MATAHACAS",6,"MATAHACAS 6",41,41091,1,21525
"CL","POXO",23,"POXO 23",41,41091,1,21526
"PG","SAN PABLO BARRIO B",339,"SAN PABLO BARRIO B 339",41,41091,1,21527
"AV","ALCALDE LUIS URUÑUELA",372,"ALCALDE LUIS URUÑUELA 372",41,41091,1,21528
"CL","EL REAL DE LA JARA",12,"EL REAL DE LA JARA 12",41,41091,2,21529
"CL","MARCO SANCHO",10,"MARCO SANCHO 10",41,41091,2,21530
"CT","ALCALA",33,"ALCALA 33",41,41091,1,21531
"BD","VILLEGAS,",,"VILLEGAS, ",41,41091,1,21532
"CL","MIRTOS - KM 415",,"MIRTOS - KM 415 ",41,41091,1,21533
"CL","SEVILLA",4,"SEVILLA 4",41,41091,1,21534
"AV","DE EDUARDO DATO",57,"DE EDUARDO DATO 57",41,41091,1,21535
"AV","PASEO DE LA PALMERA",12,"PASEO DE LA PALMERA 12",41,41091,1,21536
"BD","SANTA NONICA",2,"SANTA NONICA 2",41,41091,1,21537
"CT","TORREBLANCA-MAIRENA CHABOLAS",,"TORREBLANCA-MAIRENA CHABOLAS ",41,41091,1,21538
"CL","RICAROD PALMA",134,"RICAROD PALMA 134",41,41091,1,21539
"AV","SOLEA (DE LA)",3,"SOLEA (DE LA) 3",41,41091,4,21540
"AV","GARCIA MORATO",40,"GARCIA MORATO 40",41,41091,1,21541
"CL","HORTELANOS",6,"HORTELANOS 6",41,41091,1,21542
"PZ"," ANGEL RIPOLL PASTOR",2," ANGEL RIPOLL PASTOR 2",41,41091,1,21543
"CL","PABLO ROJAS",50,"PABLO ROJAS 50",41,41091,1,21544
"CL","ESTURIONS/N (ED VIVEROS)",82,"ESTURIONS/N (ED VIVEROS) 82",41,41091,1,21545
"CL","IBIZA RESIDENCIAL SAN ANTONIO",16,"IBIZA RESIDENCIAL SAN ANTONIO 16",41,41091,1,21546
"CL","GENERALLUIS ALARCON DE LA LASTRA",2,"GENERALLUIS ALARCON DE LA LASTRA 2",41,41091,1,21547
"AV","SUEÑO DEL PATRICIO",10,"SUEÑO DEL PATRICIO 10",41,41091,1,21548
"CL","ARQUITECTO J.GALNARES",6,"ARQUITECTO J.GALNARES 6",41,41091,4,21549
"CT","MAIRENA (CHABOLAS DE TORREBLAN",0,"MAIRENA (CHABOLAS DE TORREBLAN 0",41,41091,2,21550
"BD"," LA OLIVA",92," LA OLIVA 92",41,41091,2,21551
"ZZ","NUCLEO RESIDENCIAL ALMENA",4,"NUCLEO RESIDENCIAL ALMENA 4",41,41091,1,21552
"CL"," HERMANDADES",1," HERMANDADES 1",41,41091,2,21553
"CL","CRISTO DE L A SED",83,"CRISTO DE L A SED 83",41,41091,1,21554
"CL","EL VACIE  CALLE C",34,"EL VACIE  CALLE C 34",41,41091,2,21555
"CL","DE LAS MONJAS",9,"DE LAS MONJAS 9",41,41091,1,21556
"CL","SAN VICENTE DE PAUL  (CASA 5)",10,"SAN VICENTE DE PAUL  (CASA 5) 10",41,41091,1,21557
"CL","A (EL VACIE)",3,"A (EL VACIE) 3",41,41091,1,21558
"CL","SEVILLANA",10,"SEVILLANA 10",41,41091,1,21559
"CL","LEPANTO,",12,"LEPANTO, 12",41,41091,1,21560
"RD","TAMARGUILLO",13,"TAMARGUILLO 13",41,41091,1,21561
"CL","SAN VICENTE PAUL",56,"SAN VICENTE PAUL 56",41,41091,1,21562
"CL","CUEVA DEL GATO-  RES. ACAPULCO",6,"CUEVA DEL GATO-  RES. ACAPULCO 6",41,41091,1,21563
"AV","DR FEDRIANI",9,"DR FEDRIANI 9",41,41091,1,21564
"CL","ANGOSTILLO LOS AZAHARES",2,"ANGOSTILLO LOS AZAHARES 2",41,41091,1,21565
"AV","MIRAFLORES (DE) 66-68",0,"MIRAFLORES (DE) 66-68 0",41,41091,1,21566
"BD","LOS PRINCIPES, PAR 7",2,"LOS PRINCIPES, PAR 7 2",41,41091,1,21567
"CL","SOLIRADIDAD",,"SOLIRADIDAD ",41,41091,1,21568
"AV","SAN JUAN DE LA CRUZ BQ C PRIMA",0,"SAN JUAN DE LA CRUZ BQ C PRIMA 0",41,41091,1,21569
"CL","BEATRIZ DE AHUMADA",47,"BEATRIZ DE AHUMADA 47",41,41091,1,21570
"CL","GENARO  PARLADE",4,"GENARO  PARLADE 4",41,41091,1,21571
"CL","PONIENTE",1,"PONIENTE 1",41,41091,1,21572
"CL","BALONCESTO",15,"BALONCESTO 15",41,41091,2,21573
"CL","CUEVA DE MENGA, EDF.AZAHARA",4,"CUEVA DE MENGA, EDF.AZAHARA 4",41,41091,2,21574
"BD","FEDERICO GARICA LORCA",,"FEDERICO GARICA LORCA ",41,41091,2,21575
"CL","ALGABA",80,"ALGABA 80",41,41091,2,21576
"AV","LA BUHAIRA    PORTAL   2",17,"LA BUHAIRA    PORTAL   2 17",41,41091,3,21577
"CL","REY BALTASAR",8,"REY BALTASAR 8",41,41091,2,21578
"CL","EL PARAGUAY",12,"EL PARAGUAY 12",41,41091,1,21579
"SN","PARQUE FLORES 1º FASE",,"PARQUE FLORES 1º FASE ",41,41091,3,21580
"CL","CHAPARRO RESIDENCIAL  LOS OLIVARES",,"CHAPARRO RESIDENCIAL  LOS OLIVARES ",41,41091,1,21581
"BD","LOS PRINCIPES, PARC. 4",9,"LOS PRINCIPES, PARC. 4 9",41,41091,2,21582
"PZ","ALAMEDA DE HERCULES",76,"ALAMEDA DE HERCULES 76",41,41091,1,21583
"CL","EL VACIE CALLE A",51,"EL VACIE CALLE A 51",41,41091,5,21584
"CL","PZA ROSA DE PASION",5,"PZA ROSA DE PASION 5",41,41091,1,21585
"CL","DOBLA",14,"DOBLA 14",41,41091,1,21586
"AV","GAVILANES (DE LOS)",9,"GAVILANES (DE LOS) 9",41,41091,1,21587
"CL","BIB RAMBLA (DE)",7,"BIB RAMBLA (DE) 7",41,41091,1,21588
"CL","VIRGEN DE LA SALITTA",72,"VIRGEN DE LA SALITTA 72",41,41091,1,21589
"CL","EL VACIE C/C",24,"EL VACIE C/C 24",41,41091,1,21590
"CL","GRAHAM BELL ED. ORBE",1,"GRAHAM BELL ED. ORBE 1",41,41091,1,21591
"CL","CAMPOAMOR",0,"CAMPOAMOR 0",41,41091,1,21592
"CL","W",,"W ",41,41091,1,21593
"CL","CIUDAD DE ALMEGUESI",4,"CIUDAD DE ALMEGUESI 4",41,41091,1,21594
"CL","PARQUE FLORES, 3 FASE",8,"PARQUE FLORES, 3 FASE 8",41,41091,1,21595
"CL","TRES AVE MARIAS",4,"TRES AVE MARIAS 4",41,41091,1,21596
"AV","RAZA (DE LA) (EDIF. ELCANO)",1,"RAZA (DE LA) (EDIF. ELCANO) 1",41,41091,1,21597
"CL","PADRES ISLA",5,"PADRES ISLA 5",41,41091,2,21598
"UR","JARDINES DEL EDEN",105,"JARDINES DEL EDEN 105",41,41091,1,21599
"CL","FRCO DIAZ TRECHUELO",3,"FRCO DIAZ TRECHUELO 3",41,41091,1,21600
"CL","DIEGO_PUERTA",3,"DIEGO_PUERTA 3",41,41091,1,21601
"CL","CONSTANCIA,",34,"CONSTANCIA, 34",41,41091,1,21602
"CL","BURDEOS",7,"BURDEOS 7",41,41091,1,21603
"CL","VG. DE LA CINTA",43,"VG. DE LA CINTA 43",41,41091,2,21604
"CL","ALVEDRO",20,"ALVEDRO 20",41,41091,1,21605
"PZ"," MALAGUETA",," MALAGUETA ",41,41091,1,21606
"AV","ALTAMIRA; URB. LAS GONDOLAS, M",4,"ALTAMIRA; URB. LAS GONDOLAS, M 4",41,41091,1,21607
"CL","SANTA CLARA  CENTRO ANTARIX",,"SANTA CLARA  CENTRO ANTARIX ",41,41091,1,21608
"CL","CTRA BRENES   KM 3",,"CTRA BRENES   KM 3 ",41,41091,2,21609
"CL","ESCULT0R SEBASTIAN SANTO CJ. 4",0,"ESCULT0R SEBASTIAN SANTO CJ. 4 0",41,41091,1,21610
"CL","HIDROAVION -",41,"HIDROAVION - 41",41,41091,1,21611
"CL","EVANGELISTA                7",1,"EVANGELISTA                7 1",41,41091,1,21612
"CL","JUAN TALAVERA HERERIA",25,"JUAN TALAVERA HERERIA 25",41,41091,1,21613
"AV","JM M SANCHEZ ARJONA",11,"JM M SANCHEZ ARJONA 11",41,41091,2,21614
"CL","TEMPRADO",7,"TEMPRADO 7",41,41091,1,21615
"CL","LAS O.N.G.",12,"LAS O.N.G. 12",41,41091,2,21616
"AV","SOLEA",352,"SOLEA 352",41,41091,1,21617
"CL"," CONCHA ESPINA",12," CONCHA ESPINA 12",41,41091,2,21618
"BD","LAS PALMILLAS",8,"LAS PALMILLAS 8",41,41091,1,21619
"CL","ARROYO - CASA 1",55,"ARROYO - CASA 1 55",41,41091,3,21620
"CL","MORERA N. EL HIDALGO",4,"MORERA N. EL HIDALGO 4",41,41091,1,21621
"AV","LA SOLEA PG. SAN PABLO",349,"LA SOLEA PG. SAN PABLO 349",41,41091,1,21622
"CL","JUANA DE CASTILLA",3,"JUANA DE CASTILLA 3",41,41091,1,21623
"CL","COSTA Y LLOBERA",75,"COSTA Y LLOBERA 75",41,41091,2,21624
"CL","AIRES DE MONTAºA",14,"AIRES DE MONTAºA 14",41,41091,1,21625
"CL","BOBBY DEGLANE  EDF. MONTSERRAT",5,"BOBBY DEGLANE  EDF. MONTSERRAT 5",41,41091,3,21626
"CL","LUIS ORTIZ MUºOZ",101,"LUIS ORTIZ MUºOZ 101",41,41091,1,21627
"AV","DE LAS  CIENCIAS",55,"DE LAS  CIENCIAS 55",41,41091,1,21628
"CL","GLORIETA LAS CIGARRERAS",1,"GLORIETA LAS CIGARRERAS 1",41,41091,4,21629
"AV","A.MA. DEL VALLE",5,"A.MA. DEL VALLE 5",41,41091,1,21630
"CL","AJIMEZ",11,"AJIMEZ 11",41,41091,2,21631
"PZ","ALQUITIRA",11,"ALQUITIRA 11",41,41091,3,21632
"CL","VICENTE FLORES",1,"VICENTE FLORES 1",41,41091,1,21633
"CL","TORRELARA",41,"TORRELARA 41",41,41091,1,21634
"UR","PARQUE FLORES - II FASE",7,"PARQUE FLORES - II FASE 7",41,41091,2,21635
"AV","LA  PAZ",133,"LA  PAZ 133",41,41091,1,21636
"CL","IBIZA - POLIGONO IND. EL PINO",,"IBIZA - POLIGONO IND. EL PINO ",41,41091,1,21637
"CL","MANUEL FAL CONDE, 9",443,"MANUEL FAL CONDE, 9 443",41,41091,1,21638
"CL","DIEGO DE ALCANTARA",2,"DIEGO DE ALCANTARA 2",41,41091,1,21639
"CL","FEDERICO RUBIO",1,"FEDERICO RUBIO 1",41,41091,1,21640
"CL","P.J.S. BANDARAN",207,"P.J.S. BANDARAN 207",41,41091,1,21641
"CL","SINPECADO",0,"SINPECADO 0",41,41091,1,21642
"BD","ENRIQUE GRANADOS BDA.VGEN.REYES",,"ENRIQUE GRANADOS BDA.VGEN.REYES ",41,41091,1,21643
"KO","MARAVILLAS",13,"MARAVILLAS 13",41,41091,2,21644
"CL","FERNANDO TIRADO,",27,"FERNANDO TIRADO, 27",41,41091,1,21645
"BD","OLIVA",117,"OLIVA 117",41,41091,1,21646
"CL","PROLONG C.NAVARRA",3,"PROLONG C.NAVARRA 3",41,41091,1,21647
"BD","EL VACIE C/ C",34,"EL VACIE C/ C 34",41,41091,2,21648
"PY","DOCTOR BARRAQUER",10,"DOCTOR BARRAQUER 10",41,41091,1,21649
"CL","PARQUEFLORES, 5 FASE",3,"PARQUEFLORES, 5 FASE 3",41,41091,1,21650
"CL","PLAYA DE CHIPIONA",62,"PLAYA DE CHIPIONA 62",41,41091,1,21651
"CL","PUEBLA DE LOS INFANTES",126,"PUEBLA DE LOS INFANTES 126",41,41091,1,21652
"CL","ACEBUCHE",3,"ACEBUCHE 3",41,41091,3,21653
"CL","GRAL. CHAMORRO MARTINEZ",5,"GRAL. CHAMORRO MARTINEZ 5",41,41091,1,21654
"GR","TABLADA BARRIO VIEJO",11,"TABLADA BARRIO VIEJO 11",41,41091,1,21655
"CL","SAN DIEGO",24,"SAN DIEGO 24",41,41091,5,21656
"CL","LUIS ORTIZ MUÑOZ  CONJUNTO 16",,"LUIS ORTIZ MUÑOZ  CONJUNTO 16 ",41,41091,1,21657
"CL","CANAL DEL AGUA",11,"CANAL DEL AGUA 11",41,41091,1,21658
"CL","MIRTOS (VALDEZORRAS) S/N",0,"MIRTOS (VALDEZORRAS) S/N 0",41,41091,2,21659
"CL","REY BALTASAR, BDA LOS CARTEROS",8,"REY BALTASAR, BDA LOS CARTEROS 8",41,41091,1,21660
"AV","RAMON Y CAJAL",13,"RAMON Y CAJAL 13",41,41091,1,21661
"BD","BEGOÑA, C/ BRENES",4,"BEGOÑA, C/ BRENES 4",41,41091,1,21662
"CL","NUESTRA SEÑORA DE LA OLIVA",6,"NUESTRA SEÑORA DE LA OLIVA 6",41,41091,1,21663
"CL","ARAGON",41,"ARAGON 41",41,41091,3,21664
"CL","LEANDRAS (LAS)",10,"LEANDRAS (LAS) 10",41,41091,1,21665
"BD","STA.BARBARA",,"STA.BARBARA ",41,41091,1,21666
"CL","ANTONIO DE NEBRIJA",20,"ANTONIO DE NEBRIJA 20",41,41091,2,21667
"CL","CIMOFANA, CDAD.AZUL",7,"CIMOFANA, CDAD.AZUL 7",41,41091,1,21668
"UR","PARQUE ESTE",15,"PARQUE ESTE 15",41,41091,1,21669
"AV","ANDALUCIA(ED.ALMORAIMA)",20,"ANDALUCIA(ED.ALMORAIMA) 20",41,41091,3,21670
"AV","PABLO IGLESIAS,",7,"PABLO IGLESIAS, 7",41,41091,2,21671
"CL","RINCONADA",19,"RINCONADA 19",41,41091,3,21672
"SN","PARQUE FLORES III FASE",8,"PARQUE FLORES III FASE 8",41,41091,1,21673
"CL","SAN VICENTE PAUL,CASA F",10,"SAN VICENTE PAUL,CASA F 10",41,41091,1,21674
"CL","LEOM XIII",12,"LEOM XIII 12",41,41091,1,21675
"CL","TARRAGONA",40,"TARRAGONA 40",41,41091,1,21676
"CL","ARCANGEL S.GABRIEL",2,"ARCANGEL S.GABRIEL 2",41,41091,2,21677
"AV","DE LA PAZ (NUCLEO S.CRISTOBAL)",2,"DE LA PAZ (NUCLEO S.CRISTOBAL) 2",41,41091,1,21678
"CL","CARLOS CAÑAL",3,"CARLOS CAÑAL 3",41,41091,6,21679
"UR","NUEVO AIRE 2ª FASE C/ LENGUADO",18,"NUEVO AIRE 2ª FASE C/ LENGUADO 18",41,41091,2,21680
"CL","JOSE S.BANDARANCT 6",160,"JOSE S.BANDARANCT 6 160",41,41091,1,21681
"CL","RUISEºOR",3,"RUISEºOR 3",41,41091,1,21682
"CL","CUEVA DE LA PILETA - II",,"CUEVA DE LA PILETA - II ",41,41091,1,21683
"BD","PARQUE MIRAFLORES",1,"PARQUE MIRAFLORES 1",41,41091,1,21684
"ED","ANDALUCIA RESIDENCIAL 3ª FASE",6,"ANDALUCIA RESIDENCIAL 3ª FASE 6",41,41091,1,21685
"CL","PEZ MARTILLO SAN JERONIMO",14,"PEZ MARTILLO SAN JERONIMO 14",41,41091,1,21686
"AV","BELLAVISTA  (EDIFICIO VISTABELLA)",,"BELLAVISTA  (EDIFICIO VISTABELLA) ",41,41091,1,21687
"AV","EMILIO LRMOD",23,"EMILIO LRMOD 23",41,41091,1,21688
"AV","JOSE MARIA M SANCHEZ ARJONA",22,"JOSE MARIA M SANCHEZ ARJONA 22",41,41091,1,21689
"CL","LOS REMEDIOS VIRGEN DEL BUENAIRE",3,"LOS REMEDIOS VIRGEN DEL BUENAIRE 3",41,41091,1,21690
"CL","JUANA DE CASTILLA",31,"JUANA DE CASTILLA 31",41,41091,1,21691
"CL"," CODORNIZ",51," CODORNIZ 51",41,41091,1,21692
"CL","ALMENDRALEJO - EDF. GIRASOLES II",9,"ALMENDRALEJO - EDF. GIRASOLES II 9",41,41091,1,21693
"AV","ALCALDE LUIS URUÑUELA-URB.AUGU",8,"ALCALDE LUIS URUÑUELA-URB.AUGU 8",41,41091,1,21694
"CL","TAJO",32,"TAJO 32",41,41091,1,21695
"CL","GUADALQUIVIR",,"GUADALQUIVIR ",41,41091,1,21696
"CL","LUIS ORTIZ MUÑOZ CONJUNTO 1",2,"LUIS ORTIZ MUÑOZ CONJUNTO 1 2",41,41091,2,21697
"CI","ALXCALDE JUAN FERNANDEZ",31,"ALXCALDE JUAN FERNANDEZ 31",41,41091,1,21698
"CL","CUEVA DE LA PILTEA",2,"CUEVA DE LA PILTEA 2",41,41091,1,21699
"UR","LAS GONDOLAS - MANZ 4",,"LAS GONDOLAS - MANZ 4 ",41,41091,2,21700
"CL","THAILANDIA  PARCELA 14-E",1,"THAILANDIA  PARCELA 14-E 1",41,41091,1,21701
"CL","BEATA ANA Mª E.AVERROES I",4,"BEATA ANA Mª E.AVERROES I 4",41,41091,1,21702
"CL","ELPERCHEL",1,"ELPERCHEL 1",41,41091,1,21703
"CT","DE BRENES, EL VACIE",41,"DE BRENES, EL VACIE 41",41,41091,3,21704
"PZ","ALONSO DE CASSIO",9,"ALONSO DE CASSIO 9",41,41091,3,21705
"CL","ORTEGA Y GASSET,",87,"ORTEGA Y GASSET, 87",41,41091,1,21706
"CL","LUIS ORTIZ MUÑOZ-12",279,"LUIS ORTIZ MUÑOZ-12 279",41,41091,1,21707
"CL","TAILANDIA",2,"TAILANDIA 2",41,41091,1,21708
"CL","MORERA (N.R. EL HIDALGO)",2,"MORERA (N.R. EL HIDALGO) 2",41,41091,2,21709
"CL","FRAY DIEGO DE CADIZ",41,"FRAY DIEGO DE CADIZ 41",41,41091,1,21710
"CL","DURELO",7,"DURELO 7",41,41091,1,21711
"PG","SAN PABLO BLOQUE",267,"SAN PABLO BLOQUE 267",41,41091,1,21712
"CL","TIBERJADES",21,"TIBERJADES 21",41,41091,1,21713
"AV","CARLOS MAX",6,"CARLOS MAX 6",41,41091,1,21714
"AV","CIENCIAS",9,"CIENCIAS 9",41,41091,1,21715
"CL","ALEJANDRO COLLANTE",26,"ALEJANDRO COLLANTE 26",41,41091,1,21716
"BD","SANTA BARBARA GRUPO-C",5,"SANTA BARBARA GRUPO-C 5",41,41091,2,21717
"BD","SANTA BARBARA C-A",2,"SANTA BARBARA C-A 2",41,41091,2,21718
"PZ","MOMPLET",4,"MOMPLET 4",41,41091,1,21719
"CL","DOLORES IBARRURI",4,"DOLORES IBARRURI 4",41,41091,1,21720
"CL","MOLARES (LOS)",5,"MOLARES (LOS) 5",41,41091,1,21721
"CL","ALHAMBRA Nº 2  (RESD. ALHAMBRA)",,"ALHAMBRA Nº 2  (RESD. ALHAMBRA) ",41,41091,1,21722
"CL","ESCULTOR SEBAST.SANTOS__CJT 4",0,"ESCULTOR SEBAST.SANTOS__CJT 4 0",41,41091,3,21723
"CL","JASPE",3,"JASPE 3",41,41091,1,21724
"CL","SALUD DE LOS ENFERMOS-LETANIA",4,"SALUD DE LOS ENFERMOS-LETANIA 4",41,41091,2,21725
"ZZ","RESIDENCIAL ALMENAS",10,"RESIDENCIAL ALMENAS 10",41,41091,1,21726
"CL","JUAN MANUEL MARTINEZ CORREA",11,"JUAN MANUEL MARTINEZ CORREA 11",41,41091,1,21727
"CL","ALCALDE MANUEL DEL VALLE - EDF. CONSUL",5,"ALCALDE MANUEL DEL VALLE - EDF. CONSUL 5",41,41091,1,21728
"AV","CIUDAD JARDIN.....",39,"CIUDAD JARDIN..... 39",41,41091,1,21729
"AV"," DE LA CIENCIA ED.UNIVERSO",0," DE LA CIENCIA ED.UNIVERSO 0",41,41091,1,21730
"CL","PARQUE FLORES 3º FASE",8,"PARQUE FLORES 3º FASE 8",41,41091,2,21731
"CL","UMBRETE-TORREBLANCA",2,"UMBRETE-TORREBLANCA 2",41,41091,2,21732
"CL","MALASIA,  EDF. REALENGO",3,"MALASIA,  EDF. REALENGO 3",41,41091,1,21733
"CL","SAN JUAN BOSCO.-PORTAL, 4",61,"SAN JUAN BOSCO.-PORTAL, 4 61",41,41091,1,21734
"CL","PARQUEFLORES-5 FASE",2,"PARQUEFLORES-5 FASE 2",41,41091,1,21735
"CL","VILLAVERDE (PADRE PIO)",17,"VILLAVERDE (PADRE PIO) 17",41,41091,1,21736
"UR","LAS DALIAS .- CASA ,1",1,"LAS DALIAS .- CASA ,1 1",41,41091,2,21737
"PZ","VENUS DEL ESPEJO LA",3,"VENUS DEL ESPEJO LA 3",41,41091,2,21738
"UR","NUEVO PARQUE",4,"NUEVO PARQUE 4",41,41091,2,21739
"CL","COLLANTES DE TERAN",10,"COLLANTES DE TERAN 10",41,41091,2,21740
"CL","CAMILO JOSE CELA ,1",2,"CAMILO JOSE CELA ,1 2",41,41091,1,21741
"PZ"," DEL PLATANERO",44," DEL PLATANERO 44",41,41091,1,21742
"CL","COMUNIDAD CANARIAS",1,"COMUNIDAD CANARIAS 1",41,41091,2,21743
"BD","LOS PRINCIPES PAR 5",3,"LOS PRINCIPES PAR 5 3",41,41091,1,21744
"UR","LAS GONDOLAS - MANZANA 4",9,"LAS GONDOLAS - MANZANA 4 9",41,41091,1,21745
"CL","REPUBLICA DE CHINA 34",8,"REPUBLICA DE CHINA 34 8",41,41091,1,21746
"AV","ALCALDE JUAN",15,"ALCALDE JUAN 15",41,41091,1,21747
"PZ","ANGEL RIPOL Y PASTOR",2,"ANGEL RIPOL Y PASTOR 2",41,41091,1,21748
"UR","RESIDENCIAL ODISEA, C/ ITACA, 37",0,"RESIDENCIAL ODISEA, C/ ITACA, 37 0",41,41091,1,21749
"BD","NTRA SRA DE LA OLIVA",124,"NTRA SRA DE LA OLIVA 124",41,41091,2,21750
"RD","NTRA SRA DE LA OLIVA",165,"NTRA SRA DE LA OLIVA 165",41,41091,4,21751
"CL","THARSIS S/N, JARDINES STA JUSTA",7,"THARSIS S/N, JARDINES STA JUSTA 7",41,41091,1,21752
"CL","KENTIA (BDA. EL GORDILLO)",6,"KENTIA (BDA. EL GORDILLO) 6",41,41091,1,21753
"CL","PAÑOLETA (LA)",9,"PAÑOLETA (LA) 9",41,41091,1,21754
"AV","ITALIA NUCLEO 11-17",,"ITALIA NUCLEO 11-17 ",41,41091,1,21755
"CL","CIUDAD VERDE",46,"CIUDAD VERDE 46",41,41091,1,21756
"CL","LUIS ORTIZ MUÑOZ, 16 - 401",0,"LUIS ORTIZ MUÑOZ, 16 - 401 0",41,41091,2,21757
"CL","JOSE RECUERDA RUBIO-MANZANA 5",3,"JOSE RECUERDA RUBIO-MANZANA 5 3",41,41091,1,21758
"ZZ","PARQUE DOºANA",16,"PARQUE DOºANA 16",41,41091,1,21759
"BD","JUAN XXII",226,"JUAN XXII 226",41,41091,2,21760
"PZ","NIºA DE LA ALFALFA",4,"NIºA DE LA ALFALFA 4",41,41091,1,21761
"CL","SAMTA MARIA LA BLANCA",17,"SAMTA MARIA LA BLANCA 17",41,41091,2,21762
"GL","PALACIO CONGRESOS",1,"PALACIO CONGRESOS 1",41,41091,1,21763
"CL","MAIRENA DEL ALJARAFE",58,"MAIRENA DEL ALJARAFE 58",41,41091,2,21764
"VL","REPUBLICA ARGENTINA",27,"REPUBLICA ARGENTINA 27",41,41091,1,21765
"UR","CIUDAD VERDE  2ª FASE",381,"CIUDAD VERDE  2ª FASE 381",41,41091,1,21766
"CL","PUEBLA DE LOS INFANTES",148,"PUEBLA DE LOS INFANTES 148",41,41091,2,21767
"CL","DR MIGUEL RIOS SARMIENTO",18,"DR MIGUEL RIOS SARMIENTO 18",41,41091,1,21768
"CL","GRACIA DE TRIANA",2,"GRACIA DE TRIANA 2",41,41091,1,21769
"RD","RONDA DE TRIANA",50,"RONDA DE TRIANA 50",41,41091,1,21770
"CL","TORRES CARCELA",2,"TORRES CARCELA 2",41,41091,2,21771
"CL","CERRO MURIANO,",11,"CERRO MURIANO, 11",41,41091,1,21772
"GR","CARRETERA DE MIRAFLORES(RESIDENCIA SAN RAMON)",4,"CARRETERA DE MIRAFLORES(RESIDENCIA SAN RAMON) 4",41,41091,1,21773
"PZ","DUENDE DE SEVILLA",22,"DUENDE DE SEVILLA 22",41,41091,1,21774
"CL","DR. MIGUEL RIOS SARMIENTO",50,"DR. MIGUEL RIOS SARMIENTO 50",41,41091,2,21775
"AV","SAN FRANCISCO JAVIER BL",1,"SAN FRANCISCO JAVIER BL 1",41,41091,1,21776
"CL","VIRGEN DE LA SALETA",57,"VIRGEN DE LA SALETA 57",41,41091,1,21777
"AV","CARLOS MARX (EDIFICIO AMATE)",1,"CARLOS MARX (EDIFICIO AMATE) 1",41,41091,1,21778
"CL","ORF. CAYETANO GLEZ.",188,"ORF. CAYETANO GLEZ. 188",41,41091,1,21779
"CL","MANILA",4,"MANILA 4",41,41091,1,21780
"CL","IDELFONSO MARAÑON LAVIN",1,"IDELFONSO MARAÑON LAVIN 1",41,41091,2,21781
"CL","ROSA",18,"ROSA 18",41,41091,1,21782
"CL","RESIDENCIAL ODISEA; CALLE ATENEA, 23",0,"RESIDENCIAL ODISEA; CALLE ATENEA, 23 0",41,41091,1,21783
